V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90
1,0.5,0.0826668458284955,0.109572661995557,0.0429167735529901,0.0268092861389568,0.0284916651533863,0.0258084758212392,0.0249782761188312,0.0217426865526442,0.0223252934969137,0.0241794123289091,0.0242140655724697,0.00167568685917211,0.00179989726615309,0.00481121009028243,0.00305481168625201,0.00135696351798409,0.00225487407491982,0.00132038832221364,0.00222945953466364,0.00282875057413899,0.00316431666740733,0.00319288689177637,0.00281434324994469,0.0024485734387072,0.00771860353609749,0.00325017962378801,0.00966305694521118,1.38696289335897e-05,1.70887798992536e-05,1.87966270145745e-05,1.34072726944309e-05,1.16575039274809e-05,1.14450779955157e-05,1.04068953083076e-05,1.32208576863633e-05,0.000115502619657875,7.81830529210537e-05,5.86827604469083e-05,8.33557655542222e-05,5.84886998688972e-05,7.14769166450815e-05,6.75215042913293e-05,6.1710480332569e-05,3.16622436448683e-06,1.84113468773629e-06,0.00165133093388102,2.26359301634343e-06,1.81670075681957e-06,1.98653179985484e-06,1.70762050120101e-06,0.00163042337563998,1.72686157209399e-06,2.20794158990256e-06,2.0788707995992e-06,2.04027126561724e-06,2.07452102764769e-06,2.10794663488442e-06,3.30459949197671e-06,1.74311185207822e-06,3.13050583932085e-06,3.16138747678072e-06,0.00018420692103809,3.39990399034472e-06,3.30743521636889e-06,3.36632937843602e-06,3.06998944398843e-06,2.88269785140532e-06,3.55673082000295e-06,3.03762268276281e-06,2.91198015905768e-06,3.1522605627584e-06,3.42203047358905e-06,2.78008300378547e-05,3.0323068645239e-05,3.64147664256409e-06,4.30545233845037e-06,4.18632940874795e-06,4.04782239508867e-06,3.307792384923e-05,9.28527911351193e-06,4.41859411912468e-06,7.70556998857319e-05,2.5416705695509e-05,6.11881900588364e-06,2.66478955052534e-05,2.6443037016983e-05,1.80901115655845e-05,1.38897360249246e-05,2.05623280114602e-05
2,0.0826668458284955,0.5,0.0862009921162847,0.0450424766523729,0.0406201758317852,0.0396748476206041,0.0304792189807669,0.0298033811264918,0.0275398135199148,0.030177359796876,0.0252671960610392,0.0253541652575052,0.00118745001449982,0.00119957442509665,0.00237619633875512,0.00266147145982332,0.00102314146159154,0.00205286980297605,0.00102560490394219,0.00200854811510551,0.00286304201973935,0.00305924106224957,0.00318060629332591,0.00284394562789302,0.000764255662095548,0.00226682138376953,0.00127402553211398,0.00289262835022834,2.66523281807331e-06,2.93551457203162e-06,3.10256811370692e-06,2.55282838484019e-06,2.42102751415743e-06,2.37294115051849e-06,2.18516624363603e-06,2.56128466052076e-06,1.68381002293324e-05,1.30279029635644e-05,8.25355125078647e-06,9.04496022692522e-06,8.14204600519731e-06,1.01498664179303e-05,8.43595678091051e-06,8.5199826937309e-06,1.81788561881437e-06,1.11803045576639e-06,0.00047405971357843,1.38219487523853e-06,1.11458028497379e-06,1.21982308764787e-06,1.03622387959284e-06,0.000472286999382043,1.05569881407256e-06,1.33075284963126e-06,1.25498487285307e-06,1.23027476233623e-06,1.26462316301604e-06,1.27214357991447e-06,1.89790294453338e-06,1.06074445557365e-06,9.3150605460449e-07,8.3068592381391e-07,3.98296491958685e-05,1.02927354487228e-06,9.46329567234213e-07,1.07284165176072e-06,9.60739678400623e-07,7.5838201100334e-07,1.13406228738488e-06,9.01143021130836e-07,8.41982228444034e-07,8.41337136661014e-07,9.06044675409494e-07,6.78996370028321e-06,7.32542855351253e-06,1.09592283894316e-06,1.41135475960289e-06,1.28628044818864e-06,1.27015216562965e-06,8.45399584330312e-06,2.59376389658606e-06,1.34667065453108e-06,1.26794323231961e-05,6.44360711694799e-06,1.78039320623689e-06,6.54618601006465e-06,6.04292460036053e-06,4.68795197101009e-06,4.21082369791384e-06,5.43689827486391e-06
3,0.109572661995557,0.0862009921162847,0.5,0.0412993231662568,0.031344505734398,0.030821690953174,0.0253659097184224,0.0251011144220619,0.0212978145572791,0.0233913278911344,0.0225858217605374,0.0227654442994371,0.00195906400402925,0.00214745442141388,0.00660762179429421,0.00339526387740007,0.00146443977904517,0.00244506676657793,0.00142709191416022,0.00241504169128792,0.00310981142695961,0.00357838122245877,0.00348793784006046,0.00310142692664078,0.00105628795037744,0.0029135434294236,0.00157163921313862,0.00372586237791658,3.53306852337669e-06,3.89995761507907e-06,4.11786607700409e-06,3.39100257509119e-06,3.22373726252908e-06,3.15815658793046e-06,2.91920884619559e-06,3.39645802304527e-06,2.3030673836289e-05,1.79825616166983e-05,1.11011782519717e-05,1.19239623724187e-05,1.09393448779211e-05,1.35889635360177e-05,1.12317756472689e-05,1.14598088134784e-05,2.38536036787957e-06,1.48652693192571e-06,0.000630560454422204,1.82633832861774e-06,1.48061129779329e-06,1.61628330804843e-06,1.38051450872473e-06,0.000627779659302993,1.40451486556683e-06,1.760607539169e-06,1.66208667340495e-06,1.63046063481428e-06,1.67446259406828e-06,1.68408446077645e-06,2.48700334245595e-06,1.41155347925779e-06,1.23858955651681e-06,1.10912880288703e-06,5.32977171642121e-05,1.36979088870067e-06,1.25948309051789e-06,1.42339053636276e-06,1.27974575378439e-06,1.015455373389e-06,1.50495951054148e-06,1.20006292860208e-06,1.1256948284775e-06,1.12338482223286e-06,1.20939040115837e-06,8.98495503190106e-06,9.70546349134705e-06,1.45984389954675e-06,1.86524497041279e-06,1.70927240392266e-06,1.68562306048682e-06,1.11575340349706e-05,3.43992080479229e-06,1.78537554175549e-06,1.66140599478628e-05,8.52405759242693e-06,2.36618413167416e-06,8.67054487576483e-06,8.00315993061637e-06,6.19553452462265e-06,5.55665540235254e-06,7.16899777028515e-06
4,0.0429167735529901,0.0450424766523729,0.0412993231662568,0.5,0.0401324681745826,0.0733180206126341,0.0345421817598739,0.0348206687858652,0.0350555449847276,0.0368975330946113,0.0310732065404047,0.0311896792733148,0.00128267767213642,0.00131212057988731,0.00228166708131457,0.00319764707135846,0.00117644681033871,0.00242689066892191,0.00119395392519375,0.00238002457670455,0.00371323171694467,0.00389054118902016,0.0065799205671983,0.00373331609131873,0.000753721406298406,0.0036795695448704,0.00311201536450973,0.00458167689161026,1.26396025196522e-06,1.32567012570349e-06,1.37082183419085e-06,1.20892328303206e-06,1.20589833795843e-06,1.1793613070419e-06,1.10893751094104e-06,1.2200160159048e-06,8.53727332760873e-06,6.83944907988378e-06,3.2250824682678e-06,3.09488280839913e-06,3.1532706645316e-06,3.96955199341687e-06,3.05488521362307e-06,3.31721380097249e-06,1.29614185696109e-06,8.00764102435464e-07,0.000394763238254177,9.94366832551695e-07,7.99203329895439e-07,8.76208915300405e-07,7.41389063063374e-07,0.000385958433780456,7.55654217105119e-07,9.53868373267063e-07,8.99588593248325e-07,8.81338227449129e-07,9.07330769302736e-07,9.11906848134123e-07,1.36301082590638e-06,7.58970932478222e-07,5.75336735320128e-07,4.98528380689428e-07,2.28390258784839e-05,6.41384780951343e-07,5.80743033570399e-07,6.74884142192675e-07,6.01791402575615e-07,4.55491404088382e-07,7.14710347444856e-07,5.56285095671112e-07,5.18240375736693e-07,5.05813922562361e-07,5.37219220699485e-07,3.87191406093532e-06,4.18205902745374e-06,6.83841387131833e-07,8.94429811362812e-07,8.0510011415261e-07,7.98095577400914e-07,4.98605299520643e-06,1.58533274719218e-06,8.42651886040377e-07,6.13078604715385e-06,3.79344957924791e-06,1.09484555718088e-06,3.76379984998056e-06,3.38388581127954e-06,2.78862483472633e-06,2.64373463724182e-06,3.27355826779675e-06
5,0.0268092861389568,0.0406201758317852,0.031344505734398,0.0401324681745826,0.5,0.0505784981203147,0.051032724580765,0.0480819583921507,0.0463469772170195,0.0477679880101326,0.0401227029023173,0.0399987064922202,0.00132147842071387,0.00126840499291836,0.00236568432834607,0.00343003782371146,0.00113441389415702,0.00260884831297319,0.00116632653951312,0.00252492259462432,0.0056153721030703,0.00593176007281496,0.00578198714574556,0.00570774560559087,0.000421983310574731,0.00105585657057719,0.000778535095146233,0.00129364572507317,8.51499697635835e-07,8.77025175308463e-07,9.0086253485301e-07,8.12335027190698e-07,8.20525132678776e-07,8.01909588761747e-07,7.54745931264706e-07,8.2248201832988e-07,5.48202074451276e-06,4.3867164256764e-06,2.02017589846042e-06,1.86591471538512e-06,1.96851848152799e-06,2.50608577359482e-06,1.86446259479131e-06,2.07589168658168e-06,9.66594164636083e-07,5.89134684229492e-07,0.000200831109494156,7.36857654166313e-07,5.88853209739864e-07,6.47426081614692e-07,5.4404600403563e-07,0.000199325572167858,5.55920676981079e-07,7.0691917343288e-07,6.65479667373672e-07,6.51495196035597e-07,6.71511402479785e-07,6.75019341507001e-07,1.02105484734144e-06,5.58091546169437e-07,4.11229472451118e-07,3.52590757351719e-07,1.44760728520892e-05,4.58261827398814e-07,4.14019918799386e-07,4.85438101313796e-07,4.30548243293811e-07,3.21122884972955e-07,5.14418969678505e-07,3.97014458750201e-07,3.67443641447786e-07,3.58128630538481e-07,3.79055100048697e-07,2.71228172526885e-06,2.93055295167147e-06,4.87899198307977e-07,6.46834759731168e-07,5.76802719730409e-07,5.7309323215956e-07,3.54264553429798e-06,1.13017331706452e-06,6.04986870458137e-07,4.15188279530463e-06,2.68573845303397e-06,7.80362154413438e-07,2.64292162487719e-06,2.36046008378722e-06,1.98397080694921e-06,1.91289745320811e-06,2.34626159965206e-06
6,0.0284916651533863,0.0396748476206041,0.030821690953174,0.0733180206126341,0.0505784981203147,0.5,0.0398244105896658,0.0401344997647575,0.0402283867856411,0.0420221161043808,0.0355243586490986,0.0357269009757476,0.00139453746591364,0.00132639367001663,0.00233683252331424,0.00336086655446685,0.00121988360865765,0.00261164219500426,0.00126373463533996,0.00251095321636928,0.00607973736067157,0.00640085918402669,0.00667178376797122,0.00615924070740788,0.000483668801748999,0.00148833578594031,0.0011846212300027,0.00183743819034439,8.58522053670708e-07,8.76993589757964e-07,8.98075602028648e-07,8.18881071290595e-07,8.3140056993406e-07,8.1273771562572e-07,7.66500496492061e-07,8.30228233917564e-07,5.57027529903547e-06,4.47367978765265e-06,1.94988521396523e-06,1.76964869026316e-06,1.89751595566255e-06,2.41292190780567e-06,1.77766036977844e-06,2.0014085244529e-06,1.01775703119761e-06,6.22728938485269e-07,0.000233313153357647,7.77949681334684e-07,6.22346393835305e-07,6.83917081289995e-07,5.75423752490744e-07,0.000229981233060092,5.87606264227277e-07,7.45614758531025e-07,7.02442814958602e-07,6.87735453325734e-07,7.08768756082838e-07,7.12377882434517e-07,1.07420590182717e-06,5.89925595937206e-07,4.29378653303609e-07,3.67307186697945e-07,1.51561198949891e-05,4.79067862450131e-07,4.32034117287874e-07,5.0727367848361e-07,4.50096664424118e-07,3.3482335229833e-07,5.37317699356006e-07,4.14536586631664e-07,3.84134837527814e-07,3.73109845943803e-07,3.94598299623399e-07,2.7965011106902e-06,3.02018505429694e-06,5.10121222680957e-07,6.75759727400408e-07,6.02358368298003e-07,5.98818877977962e-07,3.65432169008247e-06,1.17512819726991e-06,6.31753141878151e-07,4.19746347697838e-06,2.77632462506666e-06,8.1304282681751e-07,2.7288390963304e-06,2.43137442365893e-06,2.05329665395373e-06,1.98612451347811e-06,2.42545433512449e-06
7,0.0258084758212392,0.0304792189807669,0.0253659097184224,0.0345421817598739,0.051032724580765,0.0398244105896658,0.5,0.0606609290761816,0.0505091862537346,0.0505379832810447,0.0493393032283968,0.0494274667827555,0.00152390853599082,0.00170563421772745,0.00303553066829966,0.00642960946599098,0.00127582588575932,0.00309087123043465,0.00123528503052216,0.00306770876354234,0.00349163458780515,0.00372413291204072,0.00355336994620345,0.00335269696748506,0.000543907128076916,0.00112793509118857,0.000845928832882095,0.00130709427627193,9.60995563685185e-07,1.01514644179594e-06,1.0560544528135e-06,9.17238777040547e-07,9.02505437865968e-07,8.8253794523963e-07,8.20980472702055e-07,9.26345245830386e-07,7.55663012361125e-06,5.90674238530407e-06,2.66015738566732e-06,2.66449300142673e-06,2.59658831260928e-06,3.2821180396507e-06,2.53942272709137e-06,2.74673819975083e-06,9.42735565583671e-07,5.70597851799337e-07,0.000221380608668182,7.14816486324308e-07,5.70373650448184e-07,6.27494745903018e-07,5.26722277887793e-07,0.000218805664663738,5.38383838278133e-07,6.85588059004036e-07,6.45472473861899e-07,6.31796099304936e-07,6.51015829136802e-07,6.54800634570213e-07,9.94046247988496e-07,5.40484912205327e-07,4.17551298223701e-07,3.61045220873797e-07,1.59442171127319e-05,4.6372085859534e-07,4.21135289145838e-07,4.90061921650038e-07,4.34448121379503e-07,3.28342224391681e-07,5.18642917078101e-07,4.02791114321953e-07,3.72761575443441e-07,3.66516632232966e-07,3.89903408467821e-07,2.84472171310061e-06,3.06794575826642e-06,4.93277605731468e-07,6.52693410105286e-07,5.828259944165e-07,5.78814152265814e-07,3.66783276414004e-06,1.15296321738777e-06,6.12239029493825e-07,4.70107714995687e-06,2.77934873617866e-06,7.9379813817326e-07,2.75877605698581e-06,2.49024330480185e-06,2.04643140800458e-06,1.93535288178277e-06,2.41020082434722e-06
8,0.0249782761188312,0.0298033811264918,0.0251011144220619,0.0348206687858652,0.0480819583921507,0.0401344997647575,0.0606609290761816,0.5,0.0554655340298612,0.0537457155613086,0.0481150323718128,0.0485486129094932,0.00141599238539055,0.00155043289301423,0.0028365543941496,0.00559318348051766,0.00119060495241505,0.00293321950334541,0.00116068672822294,0.00290796933442152,0.00333707894300071,0.0035585258977045,0.00337453021774011,0.00322244170955136,0.000513182841811763,0.00110478665430917,0.000820743746713223,0.00129705930846985,9.65550621419357e-07,1.02037033556999e-06,1.06178353493666e-06,9.21512698444723e-07,9.06112449064668e-07,8.86240410342358e-07,8.24294819207806e-07,9.30700768058035e-07,7.29575051283548e-06,5.70017345057605e-06,2.65278144323344e-06,2.67405132988826e-06,2.59173448907245e-06,3.2752649800262e-06,2.54557620042221e-06,2.73818939839479e-06,9.42549011614573e-07,5.7055090149723e-07,0.000217950154182998,7.14635344816893e-07,5.70285446307101e-07,6.27350537624999e-07,5.26693900638305e-07,0.000215665233403224,5.38328146684665e-07,6.85512383945449e-07,6.45376354812891e-07,6.31722220095104e-07,6.50906310724659e-07,6.5470326485453e-07,9.93850085247886e-07,5.40443610419499e-07,4.18158854964668e-07,3.61741100762311e-07,1.58837122866538e-05,4.6439789691296e-07,4.21809293014187e-07,4.9066330769199e-07,4.35050880805712e-07,3.28999365053183e-07,5.1929998549864e-07,4.03404403274762e-07,3.7338425452905e-07,3.67238267881406e-07,3.90759573327027e-07,2.851013010276e-06,3.0750388823333e-06,4.94007772297479e-07,6.53445952196334e-07,5.83634118708124e-07,5.79579732527706e-07,3.67463468764417e-06,1.15488837276417e-06,6.13066665491114e-07,4.72358350476889e-06,2.78537134223389e-06,7.95076864237523e-07,2.76555002022796e-06,2.49732927030211e-06,2.05055915039157e-06,1.93784743053593e-06,2.41459065907186e-06
9,0.0217426865526442,0.0275398135199148,0.0212978145572791,0.0350555449847276,0.0463469772170195,0.0402283867856411,0.0505091862537346,0.0554655340298612,0.5,0.0639459817951124,0.0500412860194117,0.0501141723645155,0.0014779560537352,0.00162429707727576,0.00296715072704828,0.00590250804160046,0.00124089425048546,0.00306820627126697,0.001207957973902,0.00304435986786146,0.00342903789786209,0.00365044932600885,0.00345346508008944,0.00330568135931756,0.000532079749828071,0.00111941367170994,0.000845066550586591,0.00130769574771881,9.85438188929335e-07,1.03871345600509e-06,1.07914828108928e-06,9.40998289797058e-07,9.27785082578034e-07,9.07345135915176e-07,8.45343941500726e-07,9.50320876259217e-07,7.46256661089654e-06,5.84667204010104e-06,2.67865040353411e-06,2.67257024955469e-06,2.61542671287395e-06,3.30333496817867e-06,2.55521588487525e-06,2.764480067044e-06,9.78894394811982e-07,5.94896247760614e-07,0.000223082521147013,7.43775574736231e-07,5.94433690360337e-07,6.53372613845743e-07,5.49456597387085e-07,0.000220661310324805,5.61407534047485e-07,7.13987457539008e-07,6.72294588573942e-07,6.58231859815799e-07,6.77953979969759e-07,6.81952645718802e-07,1.03262246360393e-06,5.63661370074565e-07,4.3284753452878e-07,3.74519837771552e-07,1.62163777826443e-05,4.81037666859855e-07,4.3666156114016e-07,5.07937237360793e-07,4.50881811096943e-07,3.40994691404229e-07,5.37714578261981e-07,4.17815946135853e-07,3.8712421032229e-07,3.80463813537297e-07,4.04655533145076e-07,2.92807921358135e-06,3.15853123230596e-06,5.11756146105431e-07,6.76051210240726e-07,6.04114289104605e-07,5.99947473100333e-07,3.7761824190464e-06,1.19204348576467e-06,6.34179597503957e-07,4.80167402301416e-06,2.86569381668287e-06,8.21929732797782e-07,2.84277410496109e-06,2.56433599681629e-06,2.11137878403168e-06,2.00006628766747e-06,2.48591847416353e-06
10,0.0223252934969137,0.030177359796876,0.0233913278911344,0.0368975330946113,0.0477679880101326,0.0420221161043808,0.0505379832810447,0.0537457155613086,0.0639459817951124,0.5,0.0453468463087947,0.0458890160882815,0.00145571523605445,0.00159946334726023,0.0028561149082253,0.00569562304207978,0.0012290051365343,0.0029314731013443,0.00119685886312004,0.00290465676403057,0.00340822187542221,0.00363527831644649,0.00350559608992927,0.00329239437933652,0.000534652379424922,0.00114412696332289,0.00086280936936454,0.00134210253588963,1.00156614284448e-06,1.05544662724973e-06,1.09638157010791e-06,9.56435897016478e-07,9.43456216334512e-07,9.22703165457825e-07,8.60022576046639e-07,9.6594137728224e-07,7.5172137147313e-06,5.89527006468018e-06,2.71354524473513e-06,2.70406121559115e-06,2.64969095327401e-06,3.34532038354462e-06,2.58798318133439e-06,2.79991685174873e-06,9.9645139777847e-07,6.06127177820371e-07,0.000227069663101066,7.57584112363372e-07,6.05619534935433e-07,6.65602627403771e-07,5.59927677587293e-07,0.000224610025890795,5.71982563118644e-07,7.27000328796794e-07,6.84699585396752e-07,6.7038123278283e-07,6.90455855122993e-07,6.94490482800331e-07,1.0506994522679e-06,5.7429051063059e-07,4.40805741198156e-07,3.81385863723569e-07,1.65037766097692e-05,4.89994739058732e-07,4.44682234385199e-07,5.1726149899715e-07,4.59242324712804e-07,3.47302454181745e-07,5.475299510266e-07,4.25498279390064e-07,3.94407357412086e-07,3.87372645650809e-07,4.11989013943672e-07,2.98201825248218e-06,3.21756101119501e-06,5.21378094849811e-07,6.88327163592007e-07,6.15343064408737e-07,6.11044312140412e-07,3.84537038997601e-06,1.21442652561799e-06,6.45900170007703e-07,4.88278627124849e-06,2.91921438599142e-06,8.37359751544465e-07,2.89636503451226e-06,2.61217853103714e-06,2.15021346621622e-06,2.0363058191516e-06,2.53072581151154e-06
